Site,Samples,RMSE,MAE,MAPE (%),R2
592,488,0.129706,0.10682,103.5896,0.744415
5862,488,0.129748,0.104023,157.5105,0.754373
4255,488,0.129803,0.102622,75.5223,0.727399
32104,488,0.129818,0.104889,72.262,0.730037
4647,488,0.129823,0.105662,156.6652,0.759878
1941,488,0.129857,0.107002,70.621,0.646859
3210,488,0.129864,0.107568,115.8537,0.739859
379,488,0.129892,0.102166,206.1409,0.756471
639,488,0.129916,0.10481,141.0412,0.760439
4232,488,0.129932,0.099325,68.0336,0.725037
3427,488,0.129934,0.105387,60.9008,0.713008
1310,488,0.130003,0.101179,89.7851,0.738173
5138,488,0.130032,0.105819,172.5284,0.758392
4149,488,0.130037,0.103955,113.6847,0.71598
620,488,0.130075,0.100798,52.6299,0.714759
4983,488,0.130075,0.103042,40.8724,0.703207
697,488,0.130086,0.100708,119.7939,0.745508
3764,488,0.130101,0.09859,70.1627,0.736747
3828,488,0.130107,0.102058,124.1804,0.738011
493,488,0.130147,0.100408,54.1444,0.700332
6081,488,0.130152,0.104466,82.9194,0.738674
6232,488,0.130176,0.107443,124.3805,0.759259
2223,488,0.130182,0.101647,74.4571,0.727669
2586,488,0.130192,0.104958,65.3515,0.732202
3713,488,0.130204,0.104448,185.9318,0.742461
5815,488,0.130226,0.105357,149.0469,0.743797
3975,488,0.130233,0.102106,52.1052,0.735702
658,488,0.130292,0.101783,124.9019,0.444918
6805,488,0.130301,0.111397,430.9877,0.762631
2913,488,0.13031,0.102522,55.8007,0.617687
1057,488,0.13033,0.104391,34.8578,0.61169
555,488,0.130397,0.110995,245.4517,0.764514
755,488,0.130429,0.108907,112.714,0.749135
1482,488,0.130473,0.109232,164.0392,0.733098
6003,488,0.130478,0.102098,118.6228,0.75309
5290,488,0.130479,0.100946,52.1167,0.717979
6313,488,0.130502,0.105324,52.0266,0.705801
3161,488,0.130522,0.104187,155.5452,0.745486
550,488,0.130526,0.110639,143.4749,0.751333
1943,488,0.130529,0.110241,282.8533,0.766284
1311,488,0.130577,0.101723,109.5145,0.738627
6686,488,0.130607,0.106124,69.3467,0.742555
273,488,0.130633,0.103768,174.119,0.756808
3093,488,0.130637,0.105595,192.0609,0.751176
222,488,0.13064,0.10537,125.1637,0.756258
1039,488,0.130648,0.101179,76.5903,0.737572
2112,488,0.130653,0.109395,190.2662,0.740177
4534,488,0.130653,0.100081,43.3895,0.684548
4395,488,0.130684,0.104252,99.7359,0.73827
1969,488,0.130717,0.100742,107.927,0.736368
5935,488,0.130742,0.10838,250.0102,0.753224
1731,488,0.130743,0.103446,170.3086,0.748855
3289,488,0.130746,0.096715,99.8055,0.738941
1104,488,0.130773,0.105351,93.2088,0.754254
2978,488,0.130803,0.102954,125.856,0.741373
5609,488,0.130825,0.108506,150.6591,0.755462
3750,488,0.13083,0.107259,75.0173,0.73938
1928,488,0.130851,0.097916,42.0967,0.704025
5372,488,0.130891,0.106093,80.0132,0.736854
3529,488,0.130913,0.102704,50.8074,0.728095
6280,488,0.130915,0.104254,178.5093,0.759203
3822,488,0.130939,0.110641,201.5285,0.749124
506,488,0.130941,0.109018,140.1357,0.699736
7047,488,0.130945,0.105608,140.4786,0.618918
1073,488,0.130963,0.11343,318.2207,0.764701
5161,488,0.130968,0.101632,142.3728,0.743591
1717,488,0.130979,0.109369,195.7265,0.760577
5127,488,0.131019,0.105213,141.9559,0.726121
5857,488,0.131086,0.105687,135.48,0.755208
32080,488,0.131089,0.110508,109.9231,0.726364
1208,488,0.13109,0.101654,63.2612,0.718127
4972,488,0.131103,0.116511,45.5912,0.68201
1260,488,0.131137,0.105205,101.7185,0.738934
519,488,0.131175,0.102595,144.5595,0.764065
3624,488,0.13118,0.106034,165.467,0.756784
879,488,0.131223,0.109702,194.0498,0.762585
396,488,0.131242,0.105151,154.4608,0.747634
2896,488,0.131259,0.105722,72.3971,0.738903
742,488,0.13128,0.10711,116.5472,0.758309
1553,488,0.13128,0.103882,46.7508,0.686437
2186,488,0.131294,0.107735,91.6625,0.713913
708,488,0.131298,0.108558,143.6433,0.740057
5429,488,0.131315,0.104035,130.4097,0.7249
2786,488,0.13133,0.105837,83.6658,0.700206
5186,488,0.131337,0.112638,345.9652,0.759481
4630,488,0.131338,0.109363,73.0972,0.604264
1080,488,0.131348,0.106661,179.9795,0.74518
342,488,0.131372,0.108686,161.5643,0.742886
6138,488,0.13139,0.105539,106.9544,0.750158
6294,488,0.131398,0.106525,171.997,0.753594
5347,488,0.131417,0.104081,178.802,0.755743
6066,488,0.131418,0.103585,130.7913,0.750583
705,488,0.131441,0.10691,124.6222,0.74433
2382,488,0.131469,0.102883,63.7145,0.741788
6820,488,0.131469,0.112179,207.0367,0.766949
3456,488,0.131471,0.109324,110.1397,0.700391
4073,488,0.131489,0.105991,145.4322,0.728054
4254,488,0.131498,0.096284,138.5533,0.741765
613,488,0.131501,0.098145,147.2779,0.754664
5399,488,0.131519,0.099155,44.7624,0.712017
706,488,0.131627,0.108085,205.9528,0.746517
6645,488,0.131646,0.105054,118.1289,0.748954
32007,488,0.131649,0.10284,57.5854,0.701199
1370,488,0.131652,0.102262,62.9833,0.693665
3156,488,0.131682,0.106071,90.6765,0.729367
5125,488,0.131684,0.108189,111.4024,0.715688
32045,488,0.131695,0.102109,103.6815,0.732722
680,488,0.131708,0.105034,108.6077,0.740103
217,488,0.13174,0.104511,110.3505,0.750558
5230,488,0.131758,0.112647,215.2149,0.750275
1358,488,0.131779,0.111295,168.1533,0.745141
3819,488,0.131812,0.10788,94.6407,0.715914
6098,488,0.131814,0.10762,124.7275,0.75318
3981,488,0.131835,0.102706,99.575,0.727631
6828,488,0.131859,0.107016,116.2585,0.755277
3151,488,0.131869,0.103864,63.7837,0.731928
4292,488,0.131874,0.109431,110.6786,0.737464
3216,488,0.131889,0.101879,127.1935,0.722793
1871,488,0.131912,0.099987,106.8873,0.721212
6649,488,0.131914,0.111346,582.8361,0.754714
4209,488,0.131952,0.100568,171.9849,0.554805
188,488,0.131959,0.10183,99.0171,0.739798
5308,488,0.13196,0.105791,202.7491,0.75839
5242,488,0.131962,0.105245,78.3845,0.727352
721,488,0.131997,0.10664,97.1511,0.666995
6400,488,0.131998,0.097368,55.0092,0.668552
340,488,0.132027,0.110074,132.1506,0.744206
1245,488,0.132051,0.104692,98.6208,0.742443
3855,488,0.132052,0.107445,166.0732,0.747887
1542,488,0.132088,0.110952,214.2751,0.745491
1957,488,0.132121,0.104246,68.3859,0.721877
3428,488,0.132135,0.107441,80.9658,0.685645
5206,488,0.132139,0.109323,172.9693,0.754268
5049,488,0.132139,0.110663,131.2429,0.747514
155,488,0.132153,0.110548,247.3273,0.756492
5265,488,0.132156,0.10423,119.5475,0.750798
1036,488,0.132159,0.103078,199.2376,0.752211
6631,488,0.132173,0.109374,74.4527,0.745955
1501,488,0.132187,0.09836,36.1659,0.68086
3179,488,0.132212,0.104788,62.0088,0.718229
2571,488,0.132222,0.10767,94.0591,0.723469
1581,488,0.132233,0.106802,130.4802,0.700398
6208,488,0.132238,0.105077,200.594,0.757457
2285,488,0.132249,0.09888,53.3168,0.708945
2793,488,0.132322,0.104611,138.0616,0.749303
455,488,0.132374,0.103216,133.5869,0.753412
5282,488,0.132382,0.104272,95.6045,0.723121
5318,488,0.132383,0.101665,59.7322,0.717863
2097,488,0.132389,0.10451,104.0274,0.743968
5121,488,0.132397,0.108695,269.1754,0.758953
2362,488,0.132411,0.106125,164.1545,0.749174
5098,488,0.132414,0.105218,94.4709,0.736802
2240,488,0.132416,0.098052,122.1273,0.659083
1726,488,0.132447,0.109362,152.3112,0.742792
3328,488,0.132481,0.104226,64.0769,0.689433
1572,488,0.132505,0.098735,65.0185,0.682948
4913,488,0.132507,0.104492,161.0878,0.740263
3212,488,0.132517,0.105156,72.1642,0.746398
319,488,0.132519,0.109082,69.168,0.727873
4609,488,0.132522,0.100393,63.0713,0.652341
2085,488,0.132529,0.10605,88.3869,0.695024
3302,488,0.132572,0.103833,70.3299,0.736494
4491,488,0.132582,0.105428,40.42,0.63895
169,488,0.132639,0.103588,89.6579,0.747857
5362,488,0.132651,0.108705,185.6846,0.748924
5452,488,0.132659,0.105318,46.4884,0.68749
1506,488,0.13266,0.105396,136.4363,0.733964
4163,488,0.132675,0.100761,64.3921,0.612251
1833,488,0.132714,0.10724,112.0913,0.748046
6275,488,0.132715,0.104995,168.6538,0.751985
1415,488,0.132756,0.102952,96.527,0.731801
1065,488,0.132757,0.105924,36.7918,0.671955
269,488,0.132794,0.105837,84.827,0.742934
5306,488,0.132804,0.109388,245.802,0.749363
3446,488,0.132847,0.104509,80.7737,0.721197
253,488,0.132856,0.107689,173.0669,0.742997
2526,488,0.132858,0.107994,197.4963,0.742689
3926,488,0.132878,0.105666,96.5985,0.742779
6250,488,0.132887,0.105675,98.185,0.741751
4704,488,0.132918,0.10493,67.1773,0.738516
654,488,0.132931,0.104987,74.9918,0.722576
4410,488,0.13296,0.106933,91.7299,0.720748
5339,488,0.133008,0.10388,58.088,0.724331
1860,488,0.133025,0.101902,67.9027,0.70765
3549,488,0.13304,0.110641,160.1015,0.737562
4138,488,0.133135,0.103456,74.5019,0.718448
5469,488,0.133144,0.111075,198.5753,0.747108
1956,488,0.133153,0.096476,46.3863,0.700115
4712,488,0.133165,0.10549,116.3347,0.74383
824,488,0.133169,0.104888,147.4944,0.759602
1423,488,0.133237,0.103539,170.1115,0.760882
982,488,0.133245,0.10726,166.2016,0.747058
1935,488,0.133259,0.104367,74.7149,0.726732
773,488,0.133278,0.104595,104.6595,0.743729
4205,488,0.133287,0.110704,44.229,0.683333
5056,488,0.133296,0.108119,109.2061,0.744424
935,488,0.133327,0.101247,66.0546,0.748877
3938,488,0.133329,0.107648,134.2378,0.741425
5320,488,0.133365,0.103402,34.2005,0.665945
3996,488,0.133383,0.102248,42.2888,0.695969
3877,488,0.133408,0.107675,135.0282,0.760865
559,488,0.13343,0.106232,76.8383,0.711982
4851,488,0.133437,0.102933,47.6009,0.661165
5480,488,0.133453,0.108345,68.0377,0.711742
4322,488,0.133462,0.10743,152.7779,0.734405
6648,488,0.133465,0.107117,131.9369,0.749727
4505,488,0.133482,0.104831,70.7137,0.715882
3417,488,0.133511,0.107731,88.1024,0.723026
496,488,0.133519,0.104341,187.8888,0.748582
5081,488,0.133527,0.112398,210.2545,0.759695
3377,488,0.133542,0.105345,83.9164,0.721178
4597,488,0.133575,0.105076,98.1878,0.648837
3221,488,0.133589,0.109736,112.6956,0.733326
4661,488,0.133641,0.104794,20.6232,0.37348
6324,488,0.133657,0.109732,121.5121,0.7557
4391,488,0.133666,0.106171,85.0351,0.720234
4321,488,0.133673,0.107649,71.6632,0.723313
248,488,0.133684,0.111928,239.4044,0.765314
3457,488,0.133697,0.108689,175.1314,0.739723
5827,488,0.133708,0.110821,254.7619,0.754813
4822,488,0.133756,0.108511,127.3962,0.745448
2964,488,0.133786,0.109348,94.342,0.726752
5382,488,0.133824,0.104179,59.4203,0.722839
2837,488,0.1339,0.106123,108.2783,0.740605
4923,488,0.133922,0.10767,32.5735,0.625124
4267,488,0.133926,0.107631,87.4482,0.726472
6341,488,0.13394,0.106221,99.3229,0.741731
4523,488,0.13395,0.107478,76.6018,0.608426
32022,488,0.133964,0.103617,109.8607,0.725623
4390,488,0.133975,0.104505,42.7747,0.705193
1787,488,0.134,0.104155,301.2385,0.746356
196,488,0.134014,0.099248,61.6603,0.722291
921,488,0.134038,0.110042,174.7185,0.733231
1405,488,0.134056,0.101664,43.3083,0.668061
6312,488,0.134061,0.109827,152.4106,0.751608
1812,488,0.134076,0.101602,55.6404,0.723651
2244,488,0.1341,0.110862,141.0788,0.74037
1433,488,0.134106,0.101875,43.593,0.678875
908,488,0.134111,0.112196,270.2517,0.753956
1811,488,0.134115,0.108384,39.7138,0.672792
2113,488,0.134135,0.109048,167.7675,0.742035
1169,488,0.134171,0.105118,116.1632,0.752901
1701,488,0.13418,0.102039,63.5196,0.751979
1340,488,0.134226,0.111354,135.0839,0.738059
597,488,0.134231,0.110761,143.1002,0.735729
2293,488,0.134233,0.110044,115.2235,0.728594
487,488,0.134239,0.106372,123.8212,0.748374
32191,488,0.134279,0.110549,171.927,0.756787
4290,488,0.134296,0.106615,147.9004,0.757435
6813,488,0.134302,0.109852,209.3549,0.752558
932,488,0.134314,0.105488,88.7512,0.745933
4716,488,0.134319,0.104912,121.3108,0.759256
923,488,0.134327,0.106801,66.6546,0.733168
5454,488,0.134331,0.106557,125.1773,0.745668
6306,488,0.134338,0.110332,226.8898,0.749672
1930,488,0.134339,0.109426,145.1854,0.741182
255,488,0.134339,0.107549,99.4002,0.740081
2264,488,0.134344,0.105536,53.1199,0.71671
851,488,0.134372,0.107335,96.9448,0.745578
5876,488,0.134385,0.107972,64.6688,0.732373
5262,488,0.134422,0.104508,65.6746,0.736798
5205,488,0.134426,0.12776,56.8418,0.513963
3798,488,0.13444,0.105761,66.6021,0.722177
2995,488,0.13444,0.102495,53.5891,0.615518
3028,488,0.134458,0.106069,136.0336,0.748686
283,488,0.134464,0.107509,71.0016,0.744418
498,488,0.134465,0.106672,145.7124,0.750945
109,488,0.13447,0.107969,170.9052,0.757591
5364,488,0.134473,0.106189,96.796,0.739943
1874,488,0.134486,0.108031,151.594,0.734826
2032,488,0.134499,0.103718,70.4082,0.556325
1904,488,0.134508,0.104123,56.2095,0.711883
32105,488,0.134516,0.106033,231.9138,0.488159
3942,488,0.134517,0.104077,117.7216,0.747515
2960,488,0.134546,0.109984,80.4663,0.72327
403,488,0.134548,0.109327,204.2878,0.753158
1247,488,0.134551,0.103283,48.6667,0.72964
2661,488,0.134566,0.108371,62.9144,0.708683
6089,488,0.134579,0.108642,92.9894,0.740141
5066,488,0.134587,0.109049,106.9441,0.751064
5134,488,0.134597,0.104403,90.2557,0.715977
1523,488,0.134613,0.104566,104.47,0.735376
752,488,0.13464,0.108622,68.3201,0.716881
4910,488,0.134646,0.109864,73.8555,0.694496
441,488,0.134654,0.10367,63.5733,0.742869
3983,488,0.134657,0.1033,130.0437,0.722591
2330,488,0.134692,0.109347,81.2887,0.732898
3092,488,0.134693,0.113011,321.0131,0.739949
32072,488,0.134719,0.105434,99.2448,0.71479
2089,488,0.134727,0.107599,92.5508,0.743258
1394,488,0.134741,0.108663,145.7616,0.74538
4248,488,0.134784,0.109701,97.5931,0.720285
2934,488,0.134785,0.107815,57.5494,0.698126
5354,488,0.134787,0.110285,214.469,0.74773
528,488,0.1348,0.108683,115.2522,0.74221
6154,488,0.134807,0.109556,162.0721,0.754163
3980,488,0.13481,0.106384,172.4894,0.722952
707,488,0.134842,0.106872,215.6206,0.755878
2211,488,0.134856,0.107543,92.0169,0.738767
6236,488,0.134892,0.112752,147.3811,0.75634
535,488,0.134904,0.107591,195.4063,0.757026
32108,488,0.134958,0.110526,220.2687,0.750137
3925,488,0.134985,0.105355,122.4417,0.752314
3235,488,0.134987,0.107371,66.4333,0.721195
376,488,0.134991,0.11099,107.9866,0.746097
1746,488,0.135003,0.110985,308.0026,0.752935
1887,488,0.135011,0.104574,107.4568,0.727254
5471,488,0.135018,0.107882,97.0892,0.744425
5198,488,0.135068,0.111211,138.4839,0.739774
1852,488,0.13507,0.109793,66.5768,0.702875
224,488,0.135092,0.108299,103.2149,0.748928
5185,488,0.135125,0.110716,142.7923,0.751108
3628,488,0.135129,0.105286,59.1415,0.636019
6601,488,0.135142,0.111356,127.9786,0.736985
3038,488,0.135228,0.107821,150.3669,0.725249
5040,488,0.13523,0.109745,172.675,0.744628
5913,488,0.135286,0.109652,97.4128,0.725515
3967,488,0.135295,0.111287,45.3828,0.609895
232,488,0.1353,0.112516,163.7977,0.745373
268,488,0.13533,0.107224,176.4755,0.747877
4494,488,0.135348,0.108354,33.4111,0.665186
3595,488,0.135354,0.110494,165.5592,0.722427
1966,488,0.13537,0.104033,33.0967,0.669036
5812,488,0.135384,0.109483,176.1989,0.750277
564,488,0.135397,0.105933,85.8922,0.733004
3141,488,0.135397,0.112265,95.7887,0.721142
5073,488,0.135399,0.110447,78.8452,0.738078
102,488,0.135421,0.11516,206.2837,0.760512
6146,488,0.135441,0.103257,91.3135,0.743584
1048,488,0.135462,0.111251,172.7048,0.740828
3989,488,0.135465,0.102803,65.7732,0.73329
192,488,0.135476,0.107247,114.8517,0.734951
5425,488,0.135508,0.114991,296.8772,0.755294
6702,488,0.135509,0.111385,158.7278,0.755078
2649,488,0.13553,0.10471,42.4832,0.710835
4495,488,0.135591,0.108079,80.2954,0.727601
612,488,0.135641,0.10959,129.509,0.744815
1441,488,0.135656,0.108585,117.457,0.732298
448,488,0.135662,0.1104,174.5901,0.743246
5231,488,0.135697,0.114564,355.0997,0.751145
6412,488,0.135705,0.108924,88.5138,0.743918
6695,488,0.135713,0.112233,88.8348,0.75065
833,488,0.135736,0.113383,221.0552,0.765736
3181,488,0.135786,0.112298,179.5433,0.742805
4723,488,0.135815,0.110167,92.209,0.734047
3341,488,0.135816,0.110095,45.1537,0.664385
245,488,0.135832,0.114617,298.8961,0.761871
4242,488,0.135836,0.107358,47.3256,0.686276
4481,488,0.135842,0.109439,44.4634,0.645322
5177,488,0.135854,0.110115,70.4126,0.746689
1864,488,0.135857,0.107089,53.5917,0.700321
2139,488,0.135893,0.10676,79.1685,0.718541
2476,488,0.135917,0.108946,58.7849,0.731541
242,488,0.135917,0.112336,208.5019,0.568765
669,488,0.135939,0.108112,99.8923,0.736172
5442,488,0.135942,0.110287,122.6446,0.708731
5102,488,0.13595,0.110081,217.431,0.753181
3304,488,0.135955,0.107572,118.9475,0.728743
2128,488,0.135957,0.108664,76.807,0.730768
1867,488,0.135972,0.103651,65.2544,0.695762
3961,488,0.135996,0.111024,123.2693,0.725477
6408,488,0.136,0.108467,91.283,0.745003
6092,488,0.136005,0.110575,115.9901,0.742446
6083,488,0.136045,0.109786,97.0467,0.734944
738,488,0.13607,0.111365,98.3195,0.747742
395,488,0.136083,0.107378,88.3079,0.751806
4223,488,0.136096,0.110652,74.1875,0.661473
2916,488,0.136142,0.110114,44.9226,0.651862
5809,488,0.136183,0.111792,70.7344,0.733319
4982,488,0.136189,0.10795,40.8066,0.691428
6120,488,0.136206,0.112962,229.75,0.752918
4229,488,0.136209,0.108379,117.4506,0.70884
4930,488,0.136265,0.108206,89.7083,0.645838
147,488,0.136284,0.111247,146.6635,0.746629
5902,488,0.136302,0.111892,179.785,0.759843
3923,488,0.136323,0.10572,132.7885,0.753303
2581,488,0.136325,0.103102,66.2837,0.727286
737,488,0.136342,0.11234,226.5536,0.752995
2722,488,0.136351,0.107477,45.0842,0.710974
1807,488,0.136351,0.110089,69.2076,0.723349
3528,488,0.136372,0.108692,91.8028,0.708581
3016,488,0.136376,0.110117,97.9119,0.7392
4512,488,0.136388,0.110598,36.5586,0.516042
1546,488,0.136421,0.099205,150.4406,0.604671
1424,488,0.136431,0.105832,129.3044,0.758032
3034,488,0.136465,0.109751,195.6475,0.730569
1186,488,0.136475,0.11197,200.0914,0.71691
4847,488,0.136488,0.110972,136.9742,0.727219
4233,488,0.136533,0.104203,70.2673,0.703826
4690,488,0.136546,0.111187,57.3721,0.703705
5029,488,0.136566,0.114868,149.04,0.746623
3587,488,0.136606,0.110482,77.0033,0.720457
122,488,0.136608,0.112271,140.3299,0.749499
3918,488,0.136609,0.109894,151.0597,0.741619
3593,488,0.13661,0.108923,108.2007,0.728585
547,488,0.136677,0.111576,135.1301,0.733956
791,488,0.136696,0.112806,91.7362,0.741728
2171,488,0.136723,0.106134,63.8387,0.726391
1183,488,0.136725,0.111972,72.4475,0.717265
3941,488,0.13673,0.109161,92.6765,0.732365
5440,488,0.136736,0.110252,51.376,0.696775
1498,488,0.136749,0.112244,141.1158,0.710906
4568,488,0.136769,0.106082,58.4935,0.604154
4786,488,0.13677,0.109869,57.3049,0.691922
3419,488,0.136772,0.114767,336.2485,0.749949
2684,488,0.136777,0.108647,53.4307,0.69575
4372,488,0.136824,0.090667,86.5127,0.683655
1158,488,0.136854,0.110662,325.5681,0.695745
2065,488,0.136904,0.096396,77.1291,0.581927
32134,488,0.136909,0.108976,132.6558,0.727817
591,488,0.136962,0.113152,82.1574,0.7166
32074,488,0.136978,0.112207,145.0757,0.744356
6279,488,0.13698,0.110381,141.0727,0.748173
966,488,0.136991,0.105283,113.9864,0.734849
32027,488,0.137014,0.112351,227.8254,0.754522
893,488,0.137017,0.111019,105.6971,0.746423
5443,488,0.137021,0.108187,60.4726,0.708134
4180,488,0.137075,0.110889,145.3156,0.750833
5291,488,0.137082,0.107568,65.2477,0.724979
2042,488,0.137091,0.109912,109.3085,0.671825
1733,488,0.137093,0.10971,76.3957,0.693942
4445,488,0.13722,0.109238,37.4364,0.663996
4287,488,0.137311,0.113118,232.7596,0.748705
4634,488,0.137318,0.11352,150.6061,0.724073
892,488,0.137339,0.113174,216.6428,0.754848
6048,488,0.137356,0.109659,219.0582,0.572563
2691,488,0.13738,0.110011,123.2702,0.71443
3358,488,0.137392,0.11342,142.9146,0.75143
975,488,0.137415,0.106796,79.4852,0.724855
695,488,0.137477,0.11482,198.021,0.737626
4003,488,0.13748,0.111475,84.3793,0.686711
3294,488,0.137485,0.112766,72.3456,0.726896
936,488,0.137491,0.106244,61.7995,0.728793
3143,488,0.137512,0.111579,158.1034,0.739719
4761,488,0.137535,0.113094,64.5788,0.682033
6077,488,0.137591,0.109715,94.3003,0.740879
4278,488,0.137593,0.112134,61.3303,0.690232
1399,488,0.137599,0.106521,68.8696,0.726048
161,488,0.137675,0.110337,61.0179,0.716723
3209,488,0.137678,0.110382,69.3155,0.73403
6675,488,0.137695,0.110314,83.5902,0.753798
3633,488,0.137711,0.109418,157.843,0.741759
3136,488,0.137733,0.114103,80.0533,0.715687
5131,488,0.137738,0.114261,176.1268,0.745005
986,488,0.137744,0.112175,142.5093,0.750282
701,488,0.137749,0.107788,152.5514,0.749311
249,488,0.137759,0.115951,227.3431,0.749136
4493,488,0.137766,0.10772,60.4321,0.718111
2009,488,0.137789,0.109213,136.5011,0.744384
316,488,0.13779,0.112522,152.8347,0.739819
3335,488,0.137812,0.108175,211.4349,0.742022
4105,488,0.137813,0.112211,161.0138,0.741673
2906,488,0.137825,0.113788,34.0136,0.612545
953,488,0.137833,0.107176,84.247,0.707341
6078,488,0.13784,0.109505,84.4271,0.746203
2371,488,0.13784,0.108428,76.5877,0.732978
1102,488,0.137861,0.112418,206.1025,0.753743
605,488,0.137883,0.106075,181.0636,0.748265
6222,488,0.137938,0.109796,164.7031,0.750275
3568,488,0.13794,0.111835,112.5462,0.734619
5352,488,0.137946,0.111931,95.792,0.731849
3691,488,0.137949,0.11701,92.9673,0.695982
4030,488,0.137966,0.11665,111.9985,0.692594
3596,488,0.138007,0.114148,94.2357,0.704851
32046,488,0.138007,0.112617,106.6793,0.743844
6656,488,0.138051,0.11135,73.5847,0.746317
308,488,0.138055,0.115255,219.5212,0.752919
3820,488,0.138056,0.111283,173.3744,0.732185
1397,488,0.138098,0.114998,51.2236,0.687626
871,488,0.13811,0.116165,593.1867,0.76163
6198,488,0.138118,0.11095,172.5285,0.751739
4884,488,0.13812,0.111177,44.6482,0.679043
4414,488,0.138123,0.115457,48.7048,0.658353
5281,488,0.138124,0.109897,89.2106,0.702141
521,488,0.138127,0.110478,123.7463,0.725997
1343,488,0.138154,0.11038,36.2068,0.659914
2754,488,0.138197,0.114656,176.0763,0.729667
4243,488,0.138221,0.113364,128.7236,0.732859
2013,488,0.138242,0.112159,80.2732,0.712875
2366,488,0.138251,0.112003,91.6117,0.739334
166,488,0.138259,0.110587,83.6597,0.732299
5423,488,0.138263,0.112366,99.2998,0.747004
5832,488,0.138266,0.108293,107.0,0.73726
854,488,0.138274,0.115116,135.8265,0.751404
5212,488,0.138286,0.113309,172.3477,0.748886
5871,488,0.138307,0.121581,148.9325,0.581946
3930,488,0.138318,0.109896,97.2305,0.730994
4961,488,0.138338,0.115073,148.1405,0.751295
3604,488,0.138356,0.111811,34.6663,0.649797
1066,488,0.138364,0.10487,42.2228,0.702098
4754,488,0.138367,0.104209,48.4276,0.636145
6672,488,0.138395,0.108317,132.3455,0.739364
937,488,0.138412,0.110631,64.4765,0.708914
220,488,0.138415,0.109445,107.2648,0.744531
4357,488,0.138415,0.111389,82.5645,0.697011
450,488,0.138428,0.11012,127.6021,0.732698
6643,488,0.138433,0.110809,148.4204,0.750238
334,488,0.138482,0.115232,109.4894,0.722842
3367,488,0.138494,0.109853,87.3037,0.727019
3719,488,0.138519,0.107064,68.6567,0.663379
5322,488,0.138525,0.112505,58.0425,0.69497
1026,488,0.138543,0.11186,115.6023,0.733877
6284,488,0.138562,0.112064,195.5459,0.75727
4833,488,0.13862,0.113058,90.8257,0.64123
1111,488,0.13865,0.108828,71.8765,0.742989
3597,488,0.138669,0.113518,51.5333,0.693498
4113,488,0.138702,0.109823,86.0505,0.719826
901,488,0.138702,0.110912,65.0362,0.726076
766,488,0.138706,0.113145,122.4203,0.753472
338,488,0.13873,0.112527,126.8989,0.734265
818,488,0.138735,0.112022,116.2736,0.716538
2587,488,0.138744,0.110818,62.607,0.723417
2886,488,0.138771,0.107484,49.3081,0.723006
236,488,0.13878,0.114454,176.6295,0.755477
774,488,0.138781,0.109466,100.9713,0.73629
3227,488,0.138785,0.102372,96.0549,0.736663
1901,488,0.138791,0.108927,95.6829,0.711976
2420,488,0.138822,0.111341,45.0615,0.68691
3644,488,0.138837,0.111854,207.7238,0.75544
4076,488,0.138841,0.111116,139.9639,0.723768
2784,488,0.138851,0.111849,137.6285,0.734427
3313,488,0.138861,0.114938,178.9492,0.737091
2380,488,0.138889,0.107171,54.2604,0.725256
2948,488,0.138896,0.112502,142.1586,0.746686
4906,488,0.138901,0.11272,107.7565,0.731141
4868,488,0.138946,0.113649,187.8981,0.747949
1182,488,0.138953,0.107571,133.8958,0.736752
6091,488,0.138961,0.111528,101.6861,0.745035
5381,488,0.138965,0.107241,57.1543,0.716766
4824,488,0.138986,0.110722,84.7779,0.724988
32012,488,0.138992,0.114257,191.0599,0.74492
278,488,0.138993,0.112784,165.0218,0.744333
243,488,0.139004,0.106861,360.9204,0.701349
4593,488,0.139011,0.110299,58.4363,0.618052
765,488,0.139012,0.108629,154.4976,0.751495
2585,488,0.139015,0.112181,139.7291,0.721938
6830,488,0.13902,0.113305,270.8664,0.753264
6151,488,0.139025,0.113009,249.9877,0.756504
640,488,0.139034,0.113914,114.0979,0.73838
5233,488,0.139047,0.114143,62.1761,0.699175
5376,488,0.139061,0.109288,133.0811,0.731782
152,488,0.139137,0.116034,161.6511,0.700003
5811,488,0.139152,0.114756,183.1658,0.748167
2115,488,0.139153,0.11236,153.0307,0.739827
858,488,0.139158,0.113856,106.5211,0.745154
691,488,0.139175,0.112213,46.1115,0.694029
1264,488,0.139187,0.10972,54.809,0.716939
4648,488,0.139226,0.109902,70.6849,0.733146
2332,488,0.139298,0.112962,73.3231,0.72242
5193,488,0.139302,0.114985,141.4127,0.748406
924,488,0.139315,0.109821,61.1431,0.724611
6088,488,0.139318,0.112875,114.4147,0.733344
4362,488,0.139321,0.112271,113.2075,0.716005
869,488,0.139327,0.11435,218.9498,0.746407
2683,488,0.139327,0.112777,71.7478,0.729478
3935,488,0.139327,0.108722,98.5889,0.742644
2492,488,0.139387,0.108952,64.8297,0.717345
3812,488,0.139431,0.113019,127.4866,0.737802
6809,488,0.139437,0.114346,212.6823,0.744157
4588,488,0.139438,0.105433,48.6428,0.569354
6350,488,0.139451,0.11274,118.5306,0.736031
4926,488,0.139453,0.109875,59.9583,0.664128
1236,488,0.139461,0.114309,143.3555,0.733356
6321,488,0.139471,0.113423,112.3095,0.75089
2958,488,0.139498,0.111214,170.6829,0.743165
