Site,RMSE,MAE,MAPE (%),R2,n_test
632,0.03495726133177699,0.0347943939268589,,0.0,488
2258,0.03495726133177699,0.0347943939268589,,0.0,488
6703,0.03495726133177699,0.0347943939268589,,0.0,488
625,0.03495726133177699,0.0347943939268589,,0.0,488
6674,0.03495726133177699,0.0347943939268589,,0.0,488
3020,0.03495726133177699,0.0347943939268589,,0.0,488
1727,0.03495726133177699,0.0347943939268589,,0.0,488
1756,0.03495726133177699,0.0347943939268589,,0.0,488
32077,0.03495726133177699,0.0347943939268589,,0.0,488
260,0.03495726133177699,0.0347943939268589,,0.0,488
2395,0.03495726133177699,0.0347943939268589,,0.0,488
468,0.03495726133177699,0.0347943939268589,,0.0,488
461,0.03495726133177699,0.0347943939268589,,0.0,488
4276,0.03495726133177699,0.0347943939268589,,0.0,488
3135,0.03495726133177699,0.0347943939268589,,0.0,488
5337,0.03495726133177699,0.0347943939268589,,0.0,488
32405,0.03495726133177699,0.0347943939268589,,0.0,488
32083,0.03495726133177699,0.0347943939268589,,0.0,488
32277,0.03495726133177699,0.0347943939268589,,0.0,488
32004,0.03495726133177699,0.0347943939268589,,0.0,488
2470,0.03495726133177699,0.0347943939268589,,0.0,488
5435,0.03495726133177699,0.0347943939268589,,0.0,488
4508,0.03495726133177699,0.0347943939268589,,0.0,488
1543,0.03495726133177699,0.0347943939268589,,0.0,488
1538,0.03495726133177699,0.0347943939268589,,0.0,488
580,0.03495726133177699,0.0347943939268589,,0.0,488
5834,0.03495726133177699,0.0347943939268589,,0.0,488
2833,0.03495726133177699,0.0347943939268589,,0.0,488
3477,0.03495726133177699,0.0347943939268589,,0.0,488
3031,0.03495726133177699,0.0347943939268589,,0.0,488
3140,0.03495726133177699,0.0347943939268589,,0.0,488
3458,0.03495726133177699,0.0347943939268589,,0.0,488
5317,0.03495726133177699,0.0347943939268589,,0.0,488
421,0.03495726133177699,0.0347943939268589,,0.0,488
3866,0.03495726133177699,0.0347943939268589,,0.0,488
4958,0.03495726133177699,0.0347943939268589,,0.0,488
443,0.03495726133177699,0.0347943939268589,,0.0,488
4941,0.03495726133177699,0.0347943939268589,,0.0,488
553,0.03495726133177699,0.0347943939268589,,0.0,488
589,0.03495726133177699,0.0347943939268589,,0.0,488
546,0.03495726133177699,0.0347943939268589,,0.0,488
2777,0.03495726133177699,0.0347943939268589,,0.0,488
2384,0.03495726133177699,0.0347943939268589,,0.0,488
1574,0.03495726133177699,0.0347943939268589,,0.0,488
1216,0.03495726133177699,0.0347943939268589,,0.0,488
5859,0.03495726133177699,0.0347943939268589,,0.0,488
5855,0.03495726133177699,0.0347943939268589,,0.0,488
4069,0.03495726133177699,0.0347943939268589,,0.0,488
1591,0.03495726133177699,0.0347943939268589,,0.0,488
2370,0.03495726133177699,0.0347943939268589,,0.0,488
534,0.03495726133177699,0.0347943939268589,,0.0,488
2810,0.03495726133177699,0.0347943939268589,,0.0,488
484,0.03495726133177699,0.0347943939268589,,0.0,488
