Site,Samples,RMSE,MAE,MAPE (%),R2
32064,488,0.111215,0.09258,269.9193,0.823523
6071,488,0.11122,0.096536,307.2203,0.810912
5942,488,0.111234,0.096788,405.5181,0.800126
5125,488,0.111235,0.095248,159.3642,0.797131
1833,488,0.111289,0.094649,160.2419,0.822829
4395,488,0.111297,0.092869,133.2507,0.810168
694,488,0.111324,0.096926,260.947,0.807563
1935,488,0.11133,0.091185,101.7744,0.809269
2362,488,0.111344,0.093713,241.5465,0.822639
1722,488,0.11135,0.089516,156.5941,0.786919
5138,488,0.111351,0.094108,256.8988,0.822826
1397,488,0.111369,0.097439,64.7816,0.796844
32022,488,0.111371,0.08987,155.6232,0.810366
1860,488,0.111372,0.090164,91.0034,0.795079
932,488,0.111375,0.091661,124.1504,0.825306
441,488,0.11138,0.08983,85.5867,0.824075
1311,488,0.111394,0.090676,156.2794,0.80978
4246,488,0.111407,0.089543,202.7068,0.540179
2934,488,0.111428,0.093857,73.9314,0.793683
3161,488,0.111473,0.092864,229.7344,0.814355
6644,488,0.111494,0.094694,525.3201,0.800371
565,488,0.111496,0.093704,160.2107,0.809076
3235,488,0.111508,0.093252,88.2777,0.80975
2089,488,0.111583,0.094163,130.7598,0.82389
3715,488,0.111585,0.095785,188.6812,0.813631
2293,488,0.111586,0.095679,164.207,0.812447
559,488,0.111587,0.093129,101.3847,0.798563
2978,488,0.111653,0.093091,177.2753,0.811559
5137,488,0.111674,0.094722,202.4474,0.784995
3926,488,0.111687,0.093774,133.4328,0.818279
923,488,0.111691,0.092989,89.3516,0.81552
4712,488,0.111693,0.093731,163.2129,0.819781
2837,488,0.111702,0.093475,152.9242,0.819482
6831,488,0.111707,0.095294,199.4377,0.794943
6274,488,0.111731,0.092599,258.1085,0.800616
32053,488,0.111755,0.092605,95.8868,0.809148
6081,488,0.111756,0.094134,113.6081,0.807326
985,488,0.111775,0.100258,410.0671,0.815999
6641,488,0.11179,0.094038,206.3045,0.813043
5242,488,0.111796,0.09284,108.5549,0.804317
6264,488,0.111829,0.094046,351.0953,0.812388
3289,488,0.111839,0.089106,142.5802,0.808982
32177,488,0.111848,0.091734,100.9197,0.777048
1330,488,0.111849,0.091773,65.7963,0.775988
3604,488,0.111866,0.094833,40.0961,0.771064
1904,488,0.11187,0.091819,74.485,0.800702
6268,488,0.111887,0.097302,222.9482,0.816491
5347,488,0.111892,0.092779,265.2714,0.822931
708,488,0.111903,0.09662,205.5978,0.81118
3417,488,0.111904,0.094697,117.6609,0.80542
742,488,0.111988,0.095852,166.6992,0.824122
613,488,0.111988,0.087895,213.3178,0.822071
4923,488,0.111996,0.092166,36.341,0.737829
299,488,0.112002,0.099593,475.5409,0.817869
4321,488,0.112029,0.094374,95.9162,0.805658
3456,488,0.112033,0.096909,154.4242,0.782436
3597,488,0.112043,0.096899,65.2721,0.799901
5327,488,0.112046,0.090906,262.1095,0.786362
1852,488,0.112054,0.094287,87.3101,0.795509
1423,488,0.11206,0.091224,254.3383,0.830853
5459,488,0.112067,0.089988,41.7482,0.804336
283,488,0.112069,0.093429,96.3944,0.822462
691,488,0.112074,0.095513,57.26,0.801589
5195,488,0.112103,0.094195,203.3004,0.808738
1726,488,0.112154,0.095716,224.5854,0.815573
1506,488,0.112155,0.091944,198.8226,0.809849
192,488,0.112162,0.093187,161.2599,0.818325
4733,488,0.112176,0.089589,251.0038,0.809168
2374,488,0.112182,0.094371,299.8083,0.801568
3221,488,0.112197,0.096118,156.4381,0.811896
851,488,0.112226,0.093973,136.289,0.822529
3304,488,0.112241,0.093752,170.3887,0.815116
752,488,0.112277,0.093399,87.0965,0.803117
5610,488,0.11229,0.096531,185.7956,0.812597
3596,488,0.112316,0.09831,130.8134,0.804511
564,488,0.112318,0.09255,118.4163,0.816269
5440,488,0.112352,0.094995,64.2068,0.795281
824,488,0.112372,0.092515,216.128,0.828826
4519,488,0.1124,0.093294,51.1884,0.789207
3428,488,0.112432,0.093378,104.6721,0.772406
3819,488,0.11244,0.09566,129.2398,0.793282
1442,488,0.112448,0.098755,299.5031,0.819972
5229,488,0.112451,0.095533,233.9739,0.689693
3855,488,0.112473,0.09575,240.3235,0.817104
161,488,0.112474,0.095064,79.7825,0.810935
155,488,0.112477,0.097937,375.5216,0.823605
6310,488,0.112482,0.096467,288.3334,0.80434
1343,488,0.112512,0.093962,41.9855,0.774443
376,488,0.112519,0.096994,153.9942,0.823596
4723,488,0.112551,0.09561,127.4665,0.817356
706,488,0.112552,0.097065,299.3216,0.814661
2964,488,0.112553,0.095837,128.7739,0.806604
2960,488,0.112558,0.096152,108.9369,0.806326
3028,488,0.112568,0.09427,198.3085,0.823855
5056,488,0.112573,0.096024,153.3466,0.817713
2373,488,0.112576,0.098328,333.2702,0.813561
5232,488,0.112602,0.097608,471.4983,0.806807
224,488,0.112602,0.095177,146.8346,0.825566
6825,488,0.112623,0.094885,408.2371,0.73346
3275,488,0.112648,0.093627,181.7814,0.381814
654,488,0.112659,0.093235,102.3302,0.800737
3798,488,0.112665,0.093144,87.9667,0.804886
4138,488,0.112685,0.09213,99.4299,0.798302
244,488,0.112698,0.098167,307.7465,0.808732
5284,488,0.112701,0.093047,43.777,0.795644
5471,488,0.112701,0.095373,139.5394,0.82193
4716,488,0.112704,0.093071,172.2996,0.830503
3457,488,0.112725,0.096353,259.6969,0.814974
1874,488,0.112753,0.094174,225.2446,0.813606
255,488,0.112763,0.094864,141.2489,0.816865
3941,488,0.112767,0.094986,126.487,0.817955
268,488,0.112807,0.093479,264.5361,0.824816
342,488,0.112814,0.097379,232.5206,0.810397
3341,488,0.112825,0.093769,55.7251,0.768395
5442,488,0.11283,0.095836,167.0108,0.799354
5607,488,0.112861,0.094857,305.869,0.794134
4445,488,0.112868,0.093913,43.977,0.77267
6440,488,0.112911,0.091879,104.5442,0.799353
5115,488,0.112932,0.094731,183.4632,0.799571
936,488,0.112932,0.09252,82.2032,0.817027
3593,488,0.112937,0.095027,152.9549,0.814501
2211,488,0.112944,0.095521,126.3907,0.816763
5815,488,0.112965,0.094889,205.7766,0.807212
1429,488,0.11297,0.095649,429.2461,0.783097
5381,488,0.112978,0.091403,74.9481,0.812795
2969,488,0.112996,0.081412,185.9188,0.484239
2628,488,0.112996,0.097034,37.304,0.783182
340,488,0.112999,0.098108,187.5377,0.812624
2128,488,0.113055,0.095271,105.5585,0.813833
2185,488,0.113059,0.095004,42.8813,0.79226
2139,488,0.11306,0.09241,108.4334,0.805175
32160,488,0.113078,0.100279,401.6816,0.809993
6400,488,0.113079,0.085698,66.4392,0.756757
1523,488,0.113086,0.093323,148.7361,0.813245
550,488,0.113086,0.098942,211.9643,0.813344
4290,488,0.113091,0.095052,218.0391,0.827989
1547,488,0.113108,0.090545,72.823,0.816236
1787,488,0.113116,0.092187,455.7514,0.819257
738,488,0.113138,0.097252,139.58,0.825602
597,488,0.113141,0.09652,207.6133,0.812248
253,488,0.113147,0.095555,256.6116,0.813592
6820,488,0.113156,0.100676,308.5104,0.827352
6827,488,0.113158,0.0956,167.3028,0.810624
1807,488,0.113182,0.096073,92.7054,0.809378
3136,488,0.113184,0.098939,108.3115,0.808002
2133,488,0.113185,0.090346,26.475,0.734833
5845,488,0.113207,0.098111,299.742,0.811694
3229,488,0.113214,0.094095,45.7118,0.806619
1542,488,0.113233,0.099071,323.2941,0.812964
3624,488,0.113234,0.097179,235.3261,0.818775
627,488,0.113239,0.094411,327.0701,0.815084
3665,488,0.113265,0.092422,165.0285,0.754996
1485,488,0.113275,0.090528,58.8914,0.811859
5809,488,0.113275,0.098188,96.1734,0.815491
4913,488,0.113308,0.093725,240.0654,0.810076
3713,488,0.113333,0.095328,269.4388,0.804878
1880,488,0.113342,0.098049,399.5034,0.817138
6308,488,0.113345,0.097531,355.2144,0.810782
4267,488,0.113351,0.095834,118.5619,0.804061
4884,488,0.113357,0.095041,54.4827,0.783813
5199,488,0.113388,0.099752,569.6087,0.816022
6246,488,0.113395,0.096335,154.4662,0.793505
5876,488,0.113408,0.095938,86.4005,0.809402
1183,488,0.113434,0.098118,95.9318,0.805387
6072,488,0.113437,0.097592,279.5864,0.811163
487,488,0.113468,0.095253,174.1407,0.820218
3983,488,0.11348,0.091345,173.9961,0.802985
1864,488,0.113507,0.093141,69.222,0.790813
2380,488,0.113511,0.093465,72.4684,0.816485
669,488,0.113523,0.095525,135.6017,0.816009
5044,488,0.113525,0.095455,354.1986,0.803939
1066,488,0.113541,0.090451,50.5398,0.799398
1871,488,0.113543,0.092443,146.5692,0.793451
1399,488,0.113599,0.092513,94.6404,0.813282
908,488,0.113617,0.099236,406.183,0.823409
403,488,0.113641,0.096908,303.1799,0.82391
5073,488,0.113674,0.096439,107.9183,0.815387
5369,488,0.113685,0.092898,383.7061,0.801229
3895,488,0.113686,0.09791,165.9399,0.569474
3942,488,0.113689,0.09235,163.807,0.819648
4322,488,0.113709,0.096345,221.2193,0.807206
3989,488,0.113714,0.092038,88.0603,0.812063
450,488,0.113718,0.095637,183.9504,0.81961
3980,488,0.11372,0.093698,237.4138,0.802852
982,488,0.113726,0.096622,240.2767,0.815738
6052,488,0.113726,0.095335,257.4886,0.787852
3446,488,0.113729,0.093686,109.6903,0.79567
3377,488,0.113735,0.093641,113.6826,0.797755
4493,488,0.113742,0.093863,80.0842,0.807852
1427,488,0.113749,0.094913,69.2393,0.813841
1577,488,0.113774,0.091778,304.8511,0.746398
707,488,0.113776,0.093885,320.1454,0.826195
791,488,0.113793,0.097726,127.5905,0.821023
2420,488,0.113808,0.095677,56.1605,0.789574
1717,488,0.113809,0.09816,292.7742,0.819234
2684,488,0.11381,0.091511,60.9968,0.789348
3156,488,0.11382,0.094886,125.4929,0.797807
4030,488,0.113822,0.101047,158.8544,0.790774
1264,488,0.113829,0.09545,72.8805,0.810684
2892,488,0.113854,0.086545,220.5827,0.724754
1581,488,0.113863,0.095656,179.2872,0.777856
4688,488,0.113864,0.095181,74.8708,0.809287
166,488,0.113867,0.096292,115.2365,0.818424
2085,488,0.113868,0.094674,118.3747,0.774862
3918,488,0.113872,0.096818,217.2271,0.82047
6138,488,0.113872,0.095681,151.6555,0.812338
528,488,0.113884,0.096208,163.1321,0.816003
3877,488,0.113919,0.095789,187.1502,0.825631
6089,488,0.113943,0.096278,129.0622,0.813724
1473,488,0.113955,0.097921,417.6827,0.768172
1340,488,0.113967,0.098611,195.1689,0.811163
5098,488,0.113981,0.094234,131.8835,0.80498
3370,488,0.113983,0.0949,43.6169,0.777564
2013,488,0.113983,0.097222,106.5567,0.804803
3294,488,0.113993,0.097435,97.0776,0.812252
2916,488,0.113995,0.094633,52.6032,0.755916
879,488,0.11401,0.099385,287.751,0.820786
232,488,0.114014,0.098896,242.2548,0.819187
3016,488,0.114016,0.09663,134.5328,0.817708
6098,488,0.114023,0.09719,178.7802,0.815309
1867,488,0.114041,0.090595,86.2547,0.785991
1967,488,0.114058,0.093526,93.959,0.812902
5322,488,0.114064,0.096922,76.3698,0.793182
6232,488,0.11407,0.097879,176.7706,0.815145
2587,488,0.114084,0.095513,82.7166,0.812997
975,488,0.114093,0.093352,107.5557,0.810328
2547,488,0.114101,0.074573,46.9196,0.5626
4073,488,0.114122,0.09501,207.4358,0.795145
4495,488,0.114127,0.095996,108.2277,0.807015
953,488,0.114133,0.093104,113.8937,0.799333
2171,488,0.114144,0.092962,84.956,0.8093
2957,488,0.114144,0.097641,238.1735,0.793728
4248,488,0.114174,0.096881,133.8169,0.799289
32046,488,0.114199,0.097263,152.48,0.824602
1424,488,0.114217,0.093466,188.3879,0.830414
6695,488,0.114221,0.098692,122.6027,0.823372
5265,488,0.114223,0.094832,172.0888,0.813843
3209,488,0.114225,0.096693,93.6007,0.816926
555,488,0.114227,0.10131,366.4105,0.819298
5857,488,0.114239,0.095967,191.791,0.814083
6047,488,0.114242,0.099019,311.861,0.786376
498,488,0.114244,0.095539,210.6585,0.820219
3987,488,0.11425,0.093927,47.9671,0.792
3549,488,0.114264,0.098029,234.651,0.80641
4822,488,0.114269,0.097321,168.6143,0.814217
5177,488,0.114271,0.097173,94.7021,0.820784
6412,488,0.114299,0.097294,120.8284,0.818333
1358,488,0.114313,0.09971,243.5548,0.808222
5443,488,0.114317,0.093957,79.3283,0.796842
4777,488,0.114332,0.095675,234.6368,0.664342
5609,488,0.114341,0.098608,218.6007,0.813203
3719,488,0.114344,0.092443,90.0924,0.770622
4847,488,0.114349,0.097369,195.2138,0.808536
820,488,0.114351,0.094968,308.9445,0.809319
547,488,0.11436,0.096863,194.5116,0.813743
5469,488,0.114365,0.099503,289.2237,0.813415
605,488,0.114369,0.092866,270.0499,0.826802
32108,488,0.114377,0.09772,331.5256,0.820535
5249,488,0.114387,0.090698,119.9237,0.691833
827,488,0.114394,0.097835,82.9223,0.81121
3141,488,0.114425,0.099354,134.9712,0.800838
5134,488,0.114445,0.092967,124.0914,0.794658
4278,488,0.114459,0.097426,79.794,0.785642
5233,488,0.114463,0.09827,82.0682,0.796147
2476,488,0.11447,0.096479,75.5784,0.80958
3587,488,0.114477,0.096749,98.3477,0.80369
281,488,0.114485,0.095334,83.8379,0.809212
5262,488,0.114486,0.093698,89.4989,0.809079
2244,488,0.114513,0.099418,206.127,0.810674
2332,488,0.114533,0.09789,100.8705,0.812344
6003,488,0.114534,0.09323,170.0984,0.809747
1169,488,0.114535,0.0943,160.0317,0.819936
273,488,0.114555,0.095852,253.031,0.812988
2886,488,0.11457,0.092999,61.5773,0.811193
6004,488,0.114579,0.093878,545.1367,0.797529
395,488,0.11458,0.094997,122.1833,0.824045
3930,488,0.114589,0.096121,133.6209,0.815376
893,488,0.114611,0.097337,149.7925,0.822574
2906,488,0.114618,0.097198,36.7551,0.732037
521,488,0.114639,0.096232,175.3588,0.811258
147,488,0.114706,0.097163,212.5609,0.820508
6312,488,0.114775,0.098075,222.5663,0.817935
1186,488,0.114777,0.098457,277.1744,0.799771
1048,488,0.114804,0.099009,255.7698,0.813846
5291,488,0.114816,0.093801,88.5999,0.807065
459,488,0.11482,0.099396,120.0537,0.812718
2526,488,0.114827,0.097436,289.6475,0.807794
5198,488,0.114848,0.098524,204.9322,0.811857
3328,488,0.114869,0.093813,78.191,0.766518
32072,488,0.114873,0.093339,135.775,0.79263
122,488,0.114876,0.098792,205.1401,0.822859
6341,488,0.114892,0.095103,140.364,0.809964
1251,488,0.114903,0.094502,247.1647,0.798616
2112,488,0.114908,0.099427,282.0349,0.799028
220,488,0.114917,0.096322,155.2797,0.823909
6324,488,0.114921,0.098496,172.0466,0.81939
2913,488,0.11497,0.091576,61.8717,0.702399
2371,488,0.114979,0.095659,105.8319,0.814204
6828,488,0.114984,0.097648,164.755,0.813908
2115,488,0.114993,0.097946,228.4146,0.822326
4233,488,0.115001,0.091141,91.4091,0.789873
3925,488,0.115006,0.094817,171.1607,0.820208
1441,488,0.115048,0.095981,169.598,0.807457
737,488,0.115059,0.099031,348.2383,0.82409
4504,488,0.115078,0.095022,43.7462,0.775495
3923,488,0.11509,0.093814,187.9771,0.824166
1184,488,0.115105,0.095346,70.2619,0.808571
2581,488,0.115123,0.090119,89.1547,0.805518
6221,488,0.115135,0.092358,143.4162,0.780879
4845,488,0.115153,0.099173,95.4827,0.780534
2793,488,0.115172,0.094577,200.0302,0.810079
109,488,0.115174,0.096183,255.2239,0.822171
1930,488,0.115178,0.098646,209.943,0.809748
5186,488,0.115182,0.101723,526.0682,0.815012
3405,488,0.115201,0.097073,85.9073,0.792893
991,488,0.115205,0.09714,63.895,0.798397
901,488,0.115223,0.096701,87.8194,0.810964
1056,488,0.11523,0.0964,84.0111,0.79286
5352,488,0.115255,0.098182,136.7241,0.812811
6294,488,0.115268,0.097911,251.561,0.810377
1433,488,0.115279,0.09046,54.6056,0.762713
3822,488,0.115303,0.101206,293.4317,0.805463
448,488,0.115305,0.098148,251.2366,0.814521
2993,488,0.115308,0.0953,76.4199,0.784252
6280,488,0.115317,0.095378,261.0555,0.813162
1507,488,0.11532,0.097763,55.6193,0.788701
955,488,0.11532,0.099961,210.5148,0.528746
3731,488,0.115326,0.097707,47.8177,0.767012
3691,488,0.115347,0.101611,127.9845,0.787442
4877,488,0.115357,0.089543,43.8968,0.467584
5862,488,0.11537,0.097165,231.2593,0.805797
1901,488,0.115379,0.094724,133.7848,0.800952
1498,488,0.115384,0.099061,192.4652,0.794182
869,488,0.115391,0.099215,337.5674,0.826056
765,488,0.115407,0.094289,227.9952,0.828725
1316,488,0.115416,0.102458,475.9001,0.81081
5364,488,0.115421,0.095293,135.5487,0.808413
690,488,0.115436,0.095441,124.1147,0.797359
535,488,0.115459,0.095874,292.3699,0.822021
6645,488,0.115474,0.097222,171.4419,0.806845
2571,488,0.115477,0.098942,128.0372,0.789075
924,488,0.115482,0.095143,80.8964,0.810775
1700,488,0.115484,0.09625,92.1951,0.823151
1572,488,0.115511,0.089334,87.1721,0.759057
4851,488,0.115511,0.092209,59.679,0.746088
774,488,0.115528,0.096019,143.5107,0.817257
4145,488,0.115557,0.090936,30.0927,0.523863
248,488,0.115575,0.101601,353.3848,0.82459
1851,488,0.11558,0.097629,58.4128,0.790048
371,488,0.115607,0.098478,118.3574,0.819287
779,488,0.115611,0.100823,104.5234,0.80243
6250,488,0.115631,0.095481,131.4147,0.804464
3967,488,0.115634,0.095978,50.8959,0.715037
2492,488,0.11565,0.094906,85.6367,0.805418
992,488,0.115678,0.096656,102.2125,0.809985
4648,488,0.115679,0.096224,94.9232,0.815778
5308,488,0.115686,0.096569,304.0009,0.814308
1182,488,0.115694,0.094158,188.1148,0.817505
3532,488,0.1157,0.097495,60.2796,0.779578
2009,488,0.115708,0.096404,197.6614,0.819744
3652,488,0.115717,0.097805,166.7182,0.810462
6451,488,0.115756,0.090926,165.0691,0.743328
5437,488,0.115766,0.09417,66.9686,0.818146
1036,488,0.115792,0.095038,290.1815,0.809784
5454,488,0.115795,0.094212,181.2932,0.811013
1111,488,0.115798,0.095085,97.9341,0.820728
3358,488,0.115802,0.100216,204.8126,0.823413
316,488,0.115804,0.100155,220.1774,0.816224
32037,488,0.115805,0.098167,68.8501,0.798115
6601,488,0.115847,0.100395,183.7264,0.80673
2428,488,0.115853,0.09849,174.2882,0.813833
2683,488,0.115874,0.099671,97.5186,0.812886
612,488,0.115882,0.09751,188.2047,0.813747
5206,488,0.115883,0.099752,253.1183,0.811009
892,488,0.115886,0.100209,324.1412,0.825454
966,488,0.115888,0.093538,162.6656,0.810248
5470,488,0.115892,0.097218,125.4623,0.820823
1836,488,0.115901,0.101267,58.2517,0.785791
2366,488,0.115926,0.098414,128.5398,0.816722
5281,488,0.115943,0.096727,122.6104,0.790126
334,488,0.115956,0.100464,150.8617,0.805678
198,488,0.115977,0.093621,68.5698,0.818553
3303,488,0.115978,0.097602,116.7931,0.80433
1394,488,0.11599,0.09706,214.2642,0.811316
5936,488,0.116009,0.100815,394.9577,0.805059
5423,488,0.116018,0.099086,141.8329,0.821863
2948,488,0.116027,0.099193,202.7997,0.823234
3935,488,0.116053,0.096285,134.8235,0.821442
3730,488,0.116054,0.097756,49.0899,0.783355
2042,488,0.116058,0.093811,146.5584,0.764799
2369,488,0.116065,0.099947,70.7464,0.792377
5127,488,0.11608,0.09736,200.0768,0.785018
4961,488,0.116082,0.101623,208.8251,0.824883
662,488,0.116104,0.097376,57.7719,0.741638
701,488,0.116104,0.0944,223.7886,0.821905
6092,488,0.116107,0.099336,163.8635,0.812295
1405,488,0.116143,0.092064,54.2846,0.750844
6656,488,0.116144,0.098443,100.15,0.820443
2136,488,0.116147,0.099028,120.1759,0.820035
3367,488,0.116147,0.09675,121.6156,0.808007
2623,488,0.116152,0.095416,52.0312,0.795465
6675,488,0.116155,0.09809,112.9753,0.824802
338,488,0.116161,0.099459,181.2242,0.813695
5029,488,0.116167,0.101741,215.2536,0.816665
2242,488,0.116177,0.098182,60.8958,0.793718
2789,488,0.116177,0.098377,42.3711,0.796245
3227,488,0.116184,0.091296,136.8616,0.815446
4824,488,0.116195,0.096839,113.6249,0.807787
848,488,0.116205,0.101374,155.8173,0.81757
1943,488,0.116215,0.101934,400.2613,0.814731
1338,488,0.116229,0.096964,62.634,0.790138
1570,488,0.116231,0.087545,43.3382,0.775191
5066,488,0.116239,0.098051,151.3471,0.814312
163,488,0.116249,0.09848,74.1382,0.805043
6083,488,0.116249,0.098349,133.9308,0.806468
6408,488,0.116259,0.096982,123.2038,0.813659
1534,488,0.116268,0.099214,61.6298,0.788161
2629,488,0.11629,0.100131,100.4049,0.792015
2090,488,0.116299,0.098539,76.2057,0.825835
532,488,0.116336,0.098464,88.023,0.804379
2735,488,0.116342,0.098145,60.3411,0.799927
1236,488,0.11635,0.09923,211.8342,0.81441
937,488,0.116352,0.097131,86.1094,0.794307
3820,488,0.116361,0.098717,253.8814,0.809744
5425,488,0.116365,0.102472,454.2402,0.819549
4761,488,0.116371,0.0985,83.6718,0.772362
921,488,0.116384,0.099025,261.6317,0.798876
4638,488,0.116393,0.098259,92.7591,0.820951
3086,488,0.116404,0.09996,63.0661,0.767104
4180,488,0.116407,0.098728,209.6288,0.820305
1733,488,0.11642,0.097455,102.9111,0.779286
1073,488,0.116433,0.104358,461.3874,0.814015
3528,488,0.116434,0.096473,126.9851,0.787564
6236,488,0.116443,0.101647,211.4785,0.818432
4362,488,0.116443,0.098176,158.4084,0.801616
3929,488,0.116447,0.099442,120.8272,0.805229
5170,488,0.116454,0.098064,100.3152,0.803667
3173,488,0.116482,0.098336,69.9879,0.800458
476,488,0.116484,0.099799,91.5489,0.798646
4661,488,0.116485,0.090066,17.8514,0.524017
5175,488,0.116511,0.096173,255.9377,0.779322
4943,488,0.116514,0.092607,114.1996,0.717781
1331,488,0.11652,0.096095,143.0884,0.810996
1102,488,0.116523,0.099391,311.6934,0.824074
1783,488,0.116541,0.097283,72.7047,0.804181
6066,488,0.116544,0.095756,188.0978,0.803845
4365,488,0.116561,0.100978,92.2665,0.769015
1746,488,0.116575,0.100202,459.7433,0.815782
32146,488,0.116585,0.102831,140.238,0.784424
5808,488,0.116585,0.100517,102.2423,0.817083
947,488,0.116611,0.09612,108.1959,0.802493
32191,488,0.116612,0.100374,246.749,0.816575
648,488,0.11662,0.097881,228.9431,0.814043
1026,488,0.116626,0.099011,164.5978,0.811415
3181,488,0.11666,0.100857,258.489,0.810156
4952,488,0.116669,0.097917,90.6024,0.795955
1587,488,0.116677,0.097015,207.8067,0.619444
3772,488,0.116692,0.098196,67.9588,0.803489
525,488,0.116692,0.101591,154.0225,0.81786
3295,488,0.116699,0.09553,105.999,0.80538
6306,488,0.116709,0.099833,340.5836,0.81106
2081,488,0.116715,0.099169,109.4151,0.813659
2123,488,0.116727,0.097372,87.7926,0.804342
2114,488,0.116731,0.099632,234.6521,0.818163
4389,488,0.116775,0.095304,33.5355,0.729184
2502,488,0.116792,0.094844,29.4694,0.689588
32074,488,0.116795,0.099982,209.9835,0.814143
986,488,0.116798,0.099137,208.001,0.820454
5429,488,0.1168,0.098357,170.0268,0.782353
32202,488,0.116807,0.100088,66.1266,0.577858
4223,488,0.116821,0.096766,98.7265,0.750573
4906,488,0.116825,0.099573,148.9002,0.80981
6154,488,0.116846,0.099418,237.148,0.815308
5024,488,0.116847,0.098225,84.485,0.810187
5913,488,0.116854,0.098451,137.1987,0.795215
1990,488,0.116865,0.097591,72.3556,0.80665
4791,488,0.116873,0.099109,184.4573,0.802444
457,488,0.116877,0.100967,89.756,0.811231
3483,488,0.11689,0.095974,32.6496,0.782442
1887,488,0.116913,0.095034,152.5495,0.795475
3200,488,0.116914,0.099323,87.1239,0.808516
963,488,0.116918,0.098154,95.3707,0.813722
3216,488,0.116922,0.093767,184.39,0.782142
5055,488,0.116927,0.097364,81.3611,0.802247
3812,488,0.116932,0.100176,181.3627,0.815592
3243,488,0.116938,0.097009,52.8288,0.803065
4243,488,0.116941,0.100317,178.798,0.808783
4076,488,0.116966,0.097932,198.5795,0.803957
3169,488,0.116971,0.09584,131.5023,0.815234
5376,488,0.116976,0.097263,191.4366,0.810211
3998,488,0.116998,0.095925,143.1772,0.814842
6097,488,0.117003,0.090022,29.8561,0.780167
4001,488,0.117005,0.087035,24.789,0.595116
3568,488,0.117018,0.099192,159.0568,0.809017
4340,488,0.117023,0.098716,123.618,0.808935
6648,488,0.117027,0.09868,185.9492,0.807582
120,488,0.117029,0.09817,111.3243,0.81266
1710,488,0.117029,0.097096,90.1145,0.817826
5049,488,0.11704,0.101982,194.6814,0.801917
1195,488,0.117067,0.098933,91.9924,0.818545
4105,488,0.117067,0.09989,231.0121,0.813594
2630,488,0.117069,0.091928,45.6564,0.807573
124,488,0.117073,0.100419,127.0147,0.809452
1476,488,0.117078,0.098881,64.7069,0.79923
640,488,0.117079,0.099916,164.2051,0.814481
196,488,0.117087,0.090402,81.9349,0.788015
854,488,0.1171,0.101443,196.884,0.821711
858,488,0.117104,0.099455,152.0777,0.819529
833,488,0.11711,0.102848,327.4334,0.825617
6091,488,0.117115,0.098928,143.4386,0.818901
1336,488,0.117131,0.098604,92.3412,0.817153
4158,488,0.117135,0.099097,131.9253,0.803927
3961,488,0.117141,0.099063,172.4213,0.796322
172,488,0.117156,0.098976,130.6654,0.809194
4868,488,0.117159,0.101296,278.4159,0.820794
4891,488,0.117182,0.095686,42.4253,0.769649
264,488,0.117187,0.09875,94.1352,0.809409
3337,488,0.117193,0.099055,351.1948,0.818707
3995,488,0.117206,0.098006,86.022,0.813633
6688,488,0.117222,0.101285,110.3986,0.824066
4481,488,0.117222,0.096692,54.6135,0.735888
5362,488,0.117223,0.099247,272.2181,0.803931
2944,488,0.117236,0.09994,116.0039,0.813663
1262,488,0.117244,0.089987,24.0009,0.75684
3022,488,0.117247,0.098505,129.6275,0.826209
5812,488,0.117247,0.099344,249.503,0.812704
4690,488,0.117248,0.099223,71.3099,0.781536
570,488,0.117253,0.099348,66.5368,0.800584
591,488,0.117262,0.099092,110.3894,0.792261
5117,488,0.117266,0.09736,58.9111,0.783684
2182,488,0.117267,0.084171,86.6497,0.700936
2870,488,0.117288,0.100697,185.6453,0.803353
3430,488,0.117313,0.100431,128.7174,0.808958
367,488,0.117318,0.10007,111.5963,0.81706
1256,488,0.117333,0.101618,133.5397,0.806002
2775,488,0.117335,0.097,114.3946,0.804925
1873,488,0.117363,0.096065,100.2717,0.816822
1431,488,0.117375,0.097377,62.846,0.786107
5444,488,0.117379,0.099176,92.8849,0.795639
3813,488,0.117379,0.09996,135.2954,0.808084
4892,488,0.117386,0.096011,70.3608,0.787921
2766,488,0.117389,0.097951,45.9456,0.799774
728,488,0.117394,0.103026,265.931,0.815984
5081,488,0.117399,0.102503,304.9132,0.814239
5986,488,0.117406,0.093352,380.857,0.563241
766,488,0.117438,0.099626,173.7623,0.823275
1304,488,0.117441,0.100402,228.4221,0.818393
6137,488,0.117445,0.098845,382.384,0.793124
968,488,0.117452,0.098517,328.8029,0.684632
32054,488,0.117454,0.096245,76.4868,0.80305
4386,488,0.117474,0.100294,81.6143,0.777841
5102,488,0.117485,0.099518,328.1178,0.815675
2788,488,0.117489,0.097243,40.2391,0.784661
6078,488,0.117497,0.096845,117.3735,0.815586
5193,488,0.117498,0.101602,209.2758,0.821004
4042,488,0.117498,0.101852,52.259,0.778843
4003,488,0.1175,0.098815,113.7449,0.771155
1037,488,0.117508,0.09517,73.2255,0.802436
617,488,0.11753,0.096342,174.1846,0.821073
4163,488,0.117536,0.090568,77.9276,0.695689
2189,488,0.117545,0.102968,117.3032,0.776093
373,488,0.117549,0.101291,152.244,0.815146
2152,488,0.117556,0.094004,31.0746,0.734885
6146,488,0.117568,0.093313,126.7146,0.806794
4536,488,0.117603,0.095455,84.8771,0.762761
1019,488,0.117609,0.097831,122.9675,0.813087
